date,Open,High,Low,Close,Pair,Weekly_Return
2024-04-26,1.46496,1.46916,1.45803,1.46172,EUR/CAD,-0.24091451970653655
2024-05-03,1.46225,1.47461,1.46063,1.47301,EUR/CAD,0.7723777467640858
2024-05-10,1.47253,1.47872,1.46946,1.47241,EUR/CAD,-0.04073292102565462
2024-05-17,1.47249,1.48217,1.47196,1.47952,EUR/CAD,0.4828818060186979
2024-05-24,1.4798,1.4883,1.47756,1.4823,EUR/CAD,0.1878987779820429
2024-05-31,1.48246,1.48465,1.47746,1.47828,EUR/CAD,-0.2712001619105342
2024-06-07,1.47873,1.49292,1.47699,1.48688,EUR/CAD,0.581757177260056
2024-06-14,1.48222,1.48629,1.46862,1.47033,EUR/CAD,-1.1130689766490898
2024-06-21,1.47055,1.47548,1.46136,1.46415,EUR/CAD,-0.42031380710452204
2024-06-28,1.46403,1.46957,1.45882,1.4653,EUR/CAD,0.07854386504115851
2024-07-05,1.46936,1.47861,1.46723,1.47859,EUR/CAD,0.9069815054937536
2024-07-12,1.47463,1.48734,1.47277,1.48686,EUR/CAD,0.5593166462643406
2024-07-19,1.48497,1.4975,1.48421,1.49435,EUR/CAD,0.5037461496038675
2024-07-26,1.4931,1.50349,1.4931,1.5016,EUR/CAD,0.4851607722421214
2024-08-02,1.50215,1.51398,1.48955,1.51389,EUR/CAD,0.8184603090037212
2024-08-09,1.51445,1.52279,1.49699,1.49866,EUR/CAD,-1.0060176102622997
2024-08-16,1.49875,1.51381,1.49791,1.50859,EUR/CAD,0.6625919154444659
2024-08-23,1.50906,1.51787,1.50714,1.51205,EUR/CAD,0.22935323712869327
2024-08-30,1.51165,1.51274,1.48892,1.49076,EUR/CAD,-1.4080222214873706
2024-09-06,1.49047,1.50569,1.48969,1.50452,EUR/CAD,0.9230191311814018
2024-09-13,1.50355,1.50739,1.49366,1.50491,EUR/CAD,0.025921888708690943
2024-09-20,1.50575,1.51629,1.50499,1.51454,EUR/CAD,0.6399053764012397
2024-09-27,1.51417,1.51458,1.49908,1.50864,EUR/CAD,-0.38955722529613324
2024-10-04,1.50836,1.51514,1.48743,1.49016,EUR/CAD,-1.2249443207126953
2024-10-11,1.48877,1.50821,1.48847,1.50519,EUR/CAD,1.0086165244000744
2024-10-18,1.50417,1.50961,1.49018,1.50016,EUR/CAD,-0.3341770806343458
2024-10-25,1.49914,1.50242,1.48869,1.49981,EUR/CAD,-0.02333084470989011
2024-11-01,1.49945,1.51704,1.49725,1.51202,EUR/CAD,0.8141031197284931
2024-11-08,1.5164,1.51708,1.48618,1.49076,EUR/CAD,-1.406066057327271
2024-11-15,1.49108,1.49277,1.4712,1.48541,EUR/CAD,-0.3588773511497667
2024-11-22,1.48451,1.4891,1.44867,1.45627,EUR/CAD,-1.9617479349135936
2024-11-29,1.46184,1.48603,1.45932,1.48124,EUR/CAD,1.7146545626841148
2024-12-06,1.47969,1.4964,1.47228,1.49626,EUR/CAD,1.0140152844913652
2024-12-13,1.49521,1.49752,1.48211,1.49473,EUR/CAD,-0.10225495568951803
2024-12-20,1.49235,1.50604,1.48759,1.49741,EUR/CAD,0.17929659537174736
2024-12-27,1.49867,1.5052,1.49176,1.50245,EUR/CAD,0.3365811634756133
2025-01-03,1.50344,1.50396,1.47602,1.48945,EUR/CAD,-0.8652534194149686
2025-01-10,1.48889,1.49417,1.4744,1.47731,EUR/CAD,-0.8150659639464264
2025-01-17,1.47727,1.4877,1.46842,1.48713,EUR/CAD,0.6647216900989017
2025-01-24,1.48758,1.50785,1.48649,1.5059,EUR/CAD,1.262162689206714
2025-01-31,1.50553,1.51734,1.49713,1.50829,EUR/CAD,0.15870907762798314
2025-02-07,1.50869,1.51241,1.47423,1.47606,EUR/CAD,-2.1368569704764973
2025-02-14,1.47673,1.48989,1.47443,1.48788,EUR/CAD,0.800780456079031
2025-02-21,1.48631,1.48969,1.48004,1.48747,EUR/CAD,-0.02755598569776918
2025-02-28,1.48903,1.50959,1.48693,1.50043,EUR/CAD,0.8712780761964911
2025-03-07,1.50318,1.56543,1.50035,1.55766,EUR/CAD,3.8142399178902053
2025-03-14,1.55872,1.5858,1.55255,1.563,EUR/CAD,0.34282192519548005
2025-03-21,1.56298,1.56725,1.54986,1.55242,EUR/CAD,-0.6769033909149069
2025-03-28,1.55231,1.55558,1.53312,1.55005,EUR/CAD,-0.1526648716197898
2025-04-04,1.5577,1.57351,1.5529,1.55934,EUR/CAD,0.5993355053062865
2024-04-05,0.85426,0.85862,0.85393,0.85756,EUR/GBP,
2024-04-12,0.85785,0.85845,0.85284,0.85472,EUR/GBP,-0.3311721628807218
2024-04-19,0.85426,0.86157,0.8521,0.86137,EUR/GBP,0.7780325720703862
2024-04-26,0.86084,0.86447,0.85577,0.85603,EUR/GBP,-0.6199426495002158
2024-05-03,0.85637,0.85865,0.85308,0.85782,EUR/GBP,0.20910482109273154
2024-05-10,0.85798,0.86206,0.8557,0.8599,EUR/GBP,0.24247511132871047
2024-05-17,0.86009,0.86142,0.85545,0.85588,EUR/GBP,-0.46749622049075956
2024-05-24,0.85603,0.85679,0.84997,0.85164,EUR/GBP,-0.4953965509183589
2024-05-31,0.85151,0.85406,0.84838,0.85142,EUR/GBP,-0.02583251138978948
2024-06-07,0.85168,0.85356,0.84891,0.84905,EUR/GBP,-0.27835850696483755
2024-06-14,0.84613,0.84718,0.83975,0.84382,EUR/GBP,-0.6159825687533038
2024-06-21,0.84409,0.84653,0.84301,0.84589,EUR/GBP,0.24531298144154778
2024-06-28,0.84564,0.8482,0.8431,0.84733,EUR/GBP,0.17023490051897294
2024-07-05,0.8489,0.84991,0.84517,0.84584,EUR/GBP,-0.17584648248025747
2024-07-12,0.84458,0.84602,0.83919,0.83966,EUR/GBP,-0.7306346353920468
2024-07-19,0.83939,0.8433,0.83831,0.84282,EUR/GBP,0.3763428054212481
2024-07-26,0.84276,0.84495,0.83937,0.84365,EUR/GBP,0.09847891602001724
2024-08-02,0.84399,0.8535,0.84109,0.8521,EUR/GBP,1.0016001896520965
2024-08-09,0.85246,0.8625,0.85199,0.85561,EUR/GBP,0.41192348315926
2024-08-16,0.85556,0.85928,0.85107,0.85181,EUR/GBP,-0.4441275814915713
2024-08-23,0.8523,0.85447,0.84522,0.84688,EUR/GBP,-0.5787675655369195
2024-08-30,0.84658,0.84754,0.84003,0.8415,EUR/GBP,-0.6352730020782071
2024-09-06,0.8414,0.84469,0.84061,0.84432,EUR/GBP,0.3351158645276131
2024-09-13,0.84425,0.84636,0.84223,0.84385,EUR/GBP,-0.05566609816183288
2024-09-20,0.8443,0.84543,0.83784,0.83794,EUR/GBP,-0.7003614386443036
2024-09-27,0.83844,0.83868,0.83173,0.83451,EUR/GBP,-0.4093371840465987
2024-10-04,0.8346,0.84343,0.83109,0.83648,EUR/GBP,0.23606667385651647
2024-10-11,0.83606,0.84047,0.83546,0.83695,EUR/GBP,0.056187834736043385
2024-10-18,0.83671,0.83802,0.82951,0.83281,EUR/GBP,-0.49465320508990107
2024-10-25,0.8324,0.83521,0.83035,0.83296,EUR/GBP,0.018011311103371952
2024-11-01,0.83239,0.84478,0.82989,0.83844,EUR/GBP,0.6578947368421018
2024-11-08,0.83876,0.84194,0.8292,0.82962,EUR/GBP,-1.0519536281665909
2024-11-15,0.8301,0.83597,0.82599,0.8353,EUR/GBP,0.684650803982545
2024-11-22,0.83461,0.8376,0.82679,0.83144,EUR/GBP,-0.46210942176464487
2024-11-29,0.83214,0.83651,0.8301,0.83052,EUR/GBP,-0.11065139998074347
2024-12-06,0.83031,0.83132,0.82687,0.82933,EUR/GBP,-0.1432837258585007
2024-12-13,0.82902,0.83232,0.8225,0.83227,EUR/GBP,0.35450303256845395
2024-12-20,0.83121,0.83282,0.82223,0.82999,EUR/GBP,-0.273949559638087
2024-12-27,0.82985,0.83292,0.82749,0.82864,EUR/GBP,-0.16265256207905754
2025-01-03,0.82896,0.83258,0.82628,0.82973,EUR/GBP,0.1315408379995997
2025-01-10,0.82942,0.84072,0.82835,0.83916,EUR/GBP,1.1365142877803658
2025-01-17,0.8393,0.84632,0.83853,0.84398,EUR/GBP,0.5743839077172241
2025-01-24,0.84435,0.84741,0.84038,0.84069,EUR/GBP,-0.3898196639730678
2025-01-31,0.84052,0.84211,0.83542,0.83636,EUR/GBP,-0.515053111134911
2025-02-07,0.8322,0.83785,0.82913,0.83283,EUR/GBP,-0.42206705246544685
2025-02-14,0.83141,0.83566,0.83096,0.83366,EUR/GBP,0.09966019475762256
2025-02-21,0.83303,0.83395,0.82651,0.82785,EUR/GBP,-0.6969268046925547
2025-02-28,0.82841,0.83055,0.8242,0.82491,EUR/GBP,-0.35513680014495064
2025-03-07,0.82677,0.84184,0.82437,0.83835,EUR/GBP,1.629268647488824
2025-03-14,0.8393,0.845,0.8373,0.84136,EUR/GBP,0.3590385877020319
2025-03-21,0.84133,0.8429,0.83505,0.83727,EUR/GBP,-0.48611771417704785
2025-03-28,0.83807,0.83844,0.83153,0.83666,EUR/GBP,-0.07285582906350063
2025-04-04,0.84368,0.85227,0.84327,0.8498,EUR/GBP,1.570530442473661
2024-04-05,1.80416,1.80893,1.79559,1.8027,EUR/NZD,
2024-04-12,1.80342,1.80462,1.78451,1.79245,EUR/NZD,-0.5685915571087774
2024-04-19,1.79153,1.81357,1.78937,1.81003,EUR/NZD,0.9807804959691913
2024-04-26,1.80963,1.81031,1.79584,1.80028,EUR/NZD,-0.5386651049982594
2024-05-03,1.79922,1.81571,1.78512,1.79065,EUR/NZD,-0.5349167907214403
2024-05-10,1.79023,1.79667,1.78556,1.78926,EUR/NZD,-0.07762544327478693
2024-05-17,1.78984,1.79667,1.77135,1.7719,EUR/NZD,-0.9702335043537569
2024-05-24,1.77206,1.78209,1.76558,1.77193,EUR/NZD,0.0016930978046225675
2024-05-31,1.77379,1.7738,1.7624,1.7657,EUR/NZD,-0.35159402459464806
2024-06-07,1.76616,1.77006,1.75258,1.7695,EUR/NZD,0.2152120971852467
2024-06-14,1.76449,1.76691,1.73928,1.74305,EUR/NZD,-1.494772534614297
2024-06-21,1.74394,1.75849,1.74267,1.74777,EUR/NZD,0.27078970769627286
2024-06-28,1.74812,1.76534,1.74744,1.75896,EUR/NZD,0.6402444257539663
2024-07-05,1.76189,1.77472,1.75908,1.76384,EUR/NZD,0.27743666712147785
2024-07-12,1.76077,1.78851,1.76064,1.78235,EUR/NZD,1.0494149129172792
2024-07-19,1.78354,1.81213,1.78169,1.8112,EUR/NZD,1.6186495357253028
2024-07-26,1.81059,1.84511,1.80789,1.84327,EUR/NZD,1.7706492932862306
2024-08-02,1.84328,1.84526,1.80774,1.83155,EUR/NZD,-0.6358265473858982
2024-08-09,1.83169,1.86497,1.8096,1.8198,EUR/NZD,-0.6415331276787395
2024-08-16,1.81951,1.83935,1.80692,1.8216,EUR/NZD,0.09891196834816984
2024-08-23,1.82208,1.82351,1.79447,1.79523,EUR/NZD,-1.4476284584980292
2024-08-30,1.79669,1.80195,1.76522,1.76812,EUR/NZD,-1.51011291032348
2024-09-06,1.76853,1.79871,1.76676,1.79585,EUR/NZD,1.568332466122202
2024-09-13,1.79439,1.80296,1.78977,1.79854,EUR/NZD,0.14978979313418073
2024-09-20,1.79869,1.80177,1.78241,1.78984,EUR/NZD,-0.4837256886140895
2024-09-27,1.78963,1.79114,1.75587,1.75996,EUR/NZD,-1.6694229651812553
2024-10-04,1.76057,1.78373,1.74902,1.78193,EUR/NZD,1.2483238255414975
2024-10-11,1.78114,1.80802,1.77707,1.79004,EUR/NZD,0.455124499840065
2024-10-18,1.79326,1.80178,1.78333,1.78981,EUR/NZD,-0.012848874885484918
2024-10-25,1.7884,1.80757,1.78363,1.80636,EUR/NZD,0.9246791558880529
2024-11-01,1.80525,1.82757,1.80215,1.81703,EUR/NZD,0.5906906707411563
2024-11-08,1.81385,1.82348,1.79063,1.79588,EUR/NZD,-1.1639873860090355
2024-11-15,1.79473,1.80253,1.7837,1.79831,EUR/NZD,0.13530970888924188
2024-11-22,1.79562,1.80747,1.77444,1.78561,EUR/NZD,-0.7062186163675932
2024-11-29,1.79024,1.80423,1.78095,1.78645,EUR/NZD,0.04704274729645519
2024-12-06,1.78769,1.81276,1.77869,1.81234,EUR/NZD,1.4492429119202788
2024-12-13,1.80859,1.82394,1.7968,1.82232,EUR/NZD,0.5506693004623697
2024-12-20,1.82062,1.84815,1.81564,1.84508,EUR/NZD,1.2489573730190218
2024-12-27,1.85113,1.85444,1.82715,1.84991,EUR/NZD,0.26177726711036353
2025-01-03,1.85223,1.8542,1.82794,1.83672,EUR/NZD,-0.7130076598320989
2025-01-10,1.83442,1.8479,1.82982,1.84334,EUR/NZD,0.3604251056230634
2025-01-17,1.84257,1.84619,1.82289,1.84065,EUR/NZD,-0.14593075612746587
2025-01-24,1.83957,1.84287,1.82863,1.83872,EUR/NZD,-0.10485426343954662
2025-01-31,1.83947,1.84938,1.83345,1.83345,EUR/NZD,-0.286612426035493
2025-02-07,1.83468,1.8517,1.82428,1.82428,EUR/NZD,-0.5001499904551565
2025-02-14,1.82313,1.84967,1.82182,1.83173,EUR/NZD,0.40838029249896657
2025-02-21,1.83271,1.83963,1.81709,1.82249,EUR/NZD,-0.504441156720703
2025-02-28,1.82301,1.85949,1.81947,1.85392,EUR/NZD,1.7245636464397585
2025-03-07,1.85717,1.90555,1.85489,1.89768,EUR/NZD,2.3604039009234468
2025-03-14,1.89884,1.91702,1.88683,1.89235,EUR/NZD,-0.2808692719531214
2025-03-21,1.89227,1.89399,1.87126,1.88567,EUR/NZD,-0.35300023779956113
2025-03-28,1.8839,1.89692,1.87268,1.89471,EUR/NZD,0.4794051981523717
2025-04-04,1.9078,1.97232,1.90609,1.95845,EUR/NZD,3.364103213684433
2024-04-05,163.39301,164.91699,162.6105,164.319,EUR/JPY,
2024-04-12,164.29251,165.17551,162.27499,163.121,EUR/JPY,-0.7290696754483572
2024-04-19,162.80301,165.028,162.72,164.81,EUR/JPY,1.035427688648305
2024-04-26,164.746,169.39801,164.4025,169.261,EUR/JPY,2.700685638007405
2024-05-03,168.853,171.6015,164.01999,164.55051,EUR/JPY,-2.7829742232410304
2024-05-10,164.642,167.966,164.451,167.78551,EUR/JPY,1.9659616977182104
2024-05-17,167.71249,169.40201,167.33099,169.26251,EUR/JPY,0.8802905566756003
2024-05-24,169.14801,170.49649,169.0665,170.248,EUR/JPY,0.5822257982585732
2024-05-31,170.3085,170.80051,169.067,170.6225,EUR/JPY,0.21997321554438898
2024-06-07,170.53101,170.89,168.01651,169.32599,EUR/JPY,-0.7598704742926676
2024-06-14,168.858,170.13901,167.52499,168.502,EUR/JPY,-0.4866293709547942
2024-06-21,168.44351,170.89349,167.9595,170.8925,EUR/JPY,1.4186775231154636
2024-06-28,170.88651,172.4465,170.2995,172.37451,EUR/JPY,0.8672176953347766
2024-07-05,172.797,174.51849,172.6035,174.31351,EUR/JPY,1.124876294064614
2024-07-12,173.7435,175.42599,171.465,172.17801,EUR/JPY,-1.22509150323461
2024-07-19,172.14301,172.92349,169.995,171.40549,EUR/JPY,-0.44867518215596647
2024-07-26,171.34299,171.662,164.828,166.91501,EUR/JPY,-2.6197994008243186
2024-08-02,166.91901,167.953,159.7065,159.94949,EUR/JPY,-4.173093839793074
2024-08-09,159.989,161.446,154.41101,160.10449,EUR/JPY,0.09690559188404446
2024-08-16,160.05399,163.8925,160.05399,162.7655,EUR/JPY,1.6620458301950247
2024-08-23,162.76849,163.21149,160.42099,161.5995,EUR/JPY,-0.7163680263937988
2024-08-30,161.379,162.17599,160.026,161.534,EUR/JPY,-0.040532303627183186
2024-09-06,161.4335,162.89301,157.4675,157.78349,EUR/JPY,-2.321808411851367
2024-09-13,157.814,158.73199,155.4635,156.035,EUR/JPY,-1.1081577673304088
2024-09-20,155.90451,161.1615,155.14801,160.6535,EUR/JPY,2.9599128400679353
2024-09-27,160.6115,163.496,158.571,158.76349,EUR/JPY,-1.176451182202698
2024-10-04,158.66351,163.373,158.104,163.159,EUR/JPY,2.768589932105936
2024-10-11,163.104,163.61,161.90851,163.095,EUR/JPY,-0.039225540730203345
2024-10-18,162.9845,163.60201,161.8475,162.491,EUR/JPY,-0.37033630706029275
2024-10-25,162.368,165.01801,161.99799,164.442,EUR/JPY,1.2006818839197297
2024-11-01,165.3535,166.69299,164.7115,165.75301,EUR/JPY,0.7972476617895463
2024-11-08,165.761,166.108,163.20599,163.58501,EUR/JPY,-1.3079702142362204
2024-11-15,163.621,165.03799,162.319,162.661,EUR/JPY,-0.5648500434116799
2024-11-22,162.69501,164.765,159.90601,161.36301,EUR/JPY,-0.7979724703524482
2024-11-29,161.595,162.125,158.032,158.436,EUR/JPY,-1.813928731250114
2024-12-06,158.244,159.58501,156.17599,158.577,EUR/JPY,0.08899492539573561
2024-12-13,158.351,161.558,157.86099,161.394,EUR/JPY,1.7764240715866686
2024-12-20,161.13,163.812,159.80901,163.15601,EUR/JPY,1.0917444266825393
2024-12-27,163.09599,164.834,162.84801,164.64,EUR/JPY,0.9095527648659507
2025-01-03,164.618,164.909,160.895,162.13901,EUR/JPY,-1.519065840621947
2025-01-10,162.03,164.55499,161.22099,161.59599,EUR/JPY,-0.3349101490135009
2025-01-17,161.59801,162.897,159.726,160.55299,EUR/JPY,-0.6454368081782236
2025-01-24,160.645,164.089,160.314,163.70799,EUR/JPY,1.965083303649462
2025-01-31,163.22,163.46001,159.90601,160.761,EUR/JPY,-1.8001503775105898
2025-02-07,158.787,160.707,155.866,156.368,EUR/JPY,-2.7326279383681373
2025-02-14,155.651,161.19701,155.621,159.804,EUR/JPY,2.1973805382175415
2025-02-21,159.698,159.838,155.811,156.145,EUR/JPY,-2.2896798578258326
2025-02-28,156.214,157.31799,154.78799,156.284,EUR/JPY,0.08901982131992447
2025-03-07,156.808,161.28101,155.589,160.425,EUR/JPY,2.6496634332369373
2025-03-14,160.491,162.36501,158.892,161.77,EUR/JPY,0.8383980052984352
2025-03-21,161.709,164.192,160.737,161.50101,EUR/JPY,-0.16627928540520198
2025-03-28,161.541,163.371,161.366,162.245,EUR/JPY,0.46067204161757136
2025-04-04,161.39566,161.98718,159.14181,161.09544,EUR/JPY,-0.7085333908595115
2024-04-05,1.93864,1.93865,1.91338,1.92095,GBP/AUD,
2024-04-12,1.9215,1.92914,1.91145,1.92668,GBP/AUD,0.2982899086389601
2024-04-19,1.92452,1.94823,1.92024,1.92754,GBP/AUD,0.044636369298478584
2024-04-26,1.92856,1.92863,1.90855,1.91222,GBP/AUD,-0.7947954387457545
2024-05-03,1.91187,1.93108,1.89512,1.89818,GBP/AUD,-0.734225141458622
2024-05-10,1.89804,1.90376,1.89116,1.89652,GBP/AUD,-0.08745219104615565
2024-05-17,1.89633,1.90377,1.89095,1.89718,GBP/AUD,0.034800582118843515
2024-05-24,1.89722,1.92498,1.89411,1.92149,GBP/AUD,1.281375515238392
2024-05-31,1.92226,1.92454,1.90979,1.91518,GBP/AUD,-0.32839098824348767
2024-06-07,1.91508,1.93357,1.9094,1.93299,GBP/AUD,0.9299387002788206
2024-06-14,1.93441,1.93494,1.91569,1.91785,GBP/AUD,-0.7832425413478616
2024-06-21,1.91802,1.92383,1.89573,1.90333,GBP/AUD,-0.7570977917981114
2024-06-28,1.90427,1.91093,1.8912,1.89558,GBP/AUD,-0.4071810983907076
2024-07-05,1.89341,1.9057,1.89249,1.89876,GBP/AUD,0.167758680720409
2024-07-12,1.89899,1.91539,1.89587,1.91443,GBP/AUD,0.8252754429206366
2024-07-19,1.91484,1.93607,1.91282,1.93156,GBP/AUD,0.894783303646518
2024-07-26,1.93126,1.97617,1.93023,1.96497,GBP/AUD,1.7296899915094643
2024-08-02,1.9643,1.98111,1.95049,1.96679,GBP/AUD,0.09262227922055555
2024-08-09,1.96486,2.00404,1.93158,1.94127,GBP/AUD,-1.2975457471311125
2024-08-16,1.94113,1.9518,1.93237,1.94073,GBP/AUD,-0.02781684155217512
2024-08-23,1.94079,1.95361,1.92784,1.94459,GBP/AUD,0.1988942305215069
2024-08-30,1.94492,1.95389,1.93216,1.94082,GBP/AUD,-0.1938712016414823
2024-09-06,1.93954,1.96955,1.93455,1.9691,GBP/AUD,1.457116064343933
2024-09-13,1.96845,1.97016,1.94923,1.95742,GBP/AUD,-0.5931643898227645
2024-09-20,1.95731,1.96059,1.93987,1.95705,GBP/AUD,-0.018902432794187796
2024-09-27,1.95641,1.95734,1.93309,1.93771,GBP/AUD,-0.9882220689302779
2024-10-04,1.939,1.93916,1.9125,1.93094,GBP/AUD,-0.34938148639372946
2024-10-11,1.93145,1.94869,1.92429,1.93541,GBP/AUD,0.23149346950190886
2024-10-18,1.93815,1.95863,1.93551,1.94609,GBP/AUD,0.5518210611705099
2024-10-25,1.94605,1.96421,1.93597,1.96267,GBP/AUD,0.8519647087236404
2024-11-01,1.95952,1.98853,1.95763,1.97018,GBP/AUD,0.3826420131759267
2024-11-08,1.96151,1.9782,1.94285,1.9634,GBP/AUD,-0.34413099310722783
2024-11-15,1.96176,1.96435,1.94855,1.9529,GBP/AUD,-0.5347865946826902
2024-11-22,1.95464,1.95755,1.92309,1.92738,GBP/AUD,-1.306774540427058
2024-11-29,1.9281,1.95662,1.92286,1.95457,GBP/AUD,1.4107233653975815
2024-12-06,1.95441,1.99767,1.95066,1.99352,GBP/AUD,1.9927656722450449
2024-12-13,1.99256,2.01077,1.97623,1.98344,GBP/AUD,-0.5056382679882732
2024-12-20,1.98555,2.03028,1.97975,2.01239,GBP/AUD,1.4595853668374126
2024-12-27,2.00701,2.02666,2.00382,2.02315,GBP/AUD,0.5346876102544584
2025-01-03,2.02481,2.02551,1.99152,1.99826,GBP/AUD,-1.2302597434693308
2025-01-10,2.00183,2.00876,1.97892,1.98728,GBP/AUD,-0.5494780458999315
2025-01-17,1.9846,1.9872,1.96001,1.96548,GBP/AUD,-1.0969767722716517
2025-01-24,1.96462,1.97802,1.95935,1.97734,GBP/AUD,0.6034149418971513
2025-01-31,1.97812,2.00229,1.97733,1.99206,GBP/AUD,0.7444344422304683
2025-02-07,1.99889,2.01513,1.9732,1.97792,GBP/AUD,-0.709817977370164
2025-02-14,1.98196,1.9946,1.96389,1.98156,GBP/AUD,0.18403171007927988
2025-02-21,1.98259,1.98995,1.97456,1.98779,GBP/AUD,0.3143987565352502
2025-02-28,1.98612,2.03113,1.98332,2.02463,GBP/AUD,1.8533144849305128
2025-03-07,2.02419,2.05433,2.0232,2.04862,GBP/AUD,1.1849078597077067
2025-03-14,2.0484,2.06297,2.03864,2.04399,GBP/AUD,-0.22600579902569695
2025-03-21,2.04406,2.06515,2.03255,2.05919,GBP/AUD,0.743643559899998
2025-03-28,2.05626,2.06109,2.03904,2.05868,GBP/AUD,-0.02476702004187148
2025-04-04,2.06994,2.14879,2.06793,2.1348,GBP/AUD,3.6975149124681916
2024-04-05,191.07001,192.25,190.04849,191.6245,GBP/JPY,
2024-04-12,191.528,192.95151,189.99451,190.85449,GBP/JPY,-0.4018327510313169
2024-04-19,190.49249,192.84351,190.306,191.32001,GBP/JPY,0.2439135699663142
2024-04-26,191.2845,197.9295,190.323,197.752,GBP/JPY,3.3619013505173934
2024-05-03,197.3335,200.5715,191.366,191.8235,GBP/JPY,-2.997946923419237
2024-05-10,191.884,195.34399,191.69901,195.114,GBP/JPY,1.7153789811988673
2024-05-17,194.983,197.86,194.7485,197.76199,GBP/JPY,1.3571501788697926
2024-05-24,197.601,200.0675,197.392,199.882,GBP/JPY,1.072000741901924
2024-05-31,199.992,200.74451,198.754,200.397,GBP/JPY,0.2576520146886585
2024-06-07,200.30251,200.653,197.20801,199.433,GBP/JPY,-0.4810451254260273
2024-06-14,199.58499,201.618,198.923,199.68851,GBP/JPY,0.12811821513993848
2024-06-21,199.64499,202.043,199.065,202.02899,GBP/JPY,1.1720654333090996
2024-06-28,202.02649,203.59399,201.03699,203.436,GBP/JPY,0.6964396545268148
2024-07-05,203.505,206.45,203.2265,206.0685,GBP/JPY,1.2940187577419993
2024-07-12,205.709,208.146,203.83099,205.0535,GBP/JPY,-0.49255466022219974
2024-07-19,205.21451,205.791,202.10651,203.38251,GBP/JPY,-0.8149044029972741
2024-07-26,203.33099,203.6145,195.8665,197.85349,GBP/JPY,-2.718532680120822
2024-08-02,197.86301,199.4785,187.3905,187.71001,GBP/JPY,-5.1267632428419585
2024-08-09,187.59,188.4295,180.10651,187.11,GBP/JPY,-0.31964731129682233
2024-08-16,187.4035,192.021,187.1555,191.0795,GBP/JPY,2.121479343701549
2024-08-23,191.12851,192.04251,188.24451,190.81149,GBP/JPY,-0.14026099084413213
2024-08-30,190.57849,192.02051,189.50949,191.97,GBP/JPY,0.6071489720037349
2024-09-06,191.905,193.48651,186.51801,186.8775,GBP/JPY,-2.6527582434755392
2024-09-13,186.91101,188.13,183.7225,184.896,GBP/JPY,-1.0603202632740727
2024-09-20,184.6915,191.996,183.767,191.71399,GBP/JPY,3.6874729577708543
2024-09-27,191.5675,195.9715,190.01251,190.25101,GBP/JPY,-0.7631054989779229
2024-10-04,190.3775,195.53101,189.565,195.049,GBP/JPY,2.52192616480722
2024-10-11,195.0555,195.6265,192.89099,194.86349,GBP/JPY,-0.095109434039653
2024-10-18,194.8045,196.0555,193.709,195.108,GBP/JPY,0.12547758433352207
2024-10-25,195.0705,198.4395,194.571,197.42,GBP/JPY,1.1849847264079338
2024-11-01,198.57249,199.81,195.375,197.769,GBP/JPY,0.176780468037685
2024-11-08,197.59399,199.57001,196.48801,197.186,GBP/JPY,-0.2947883642026805
2024-11-15,197.086,198.47099,194.297,194.767,GBP/JPY,-1.226760520523773
2024-11-22,195.047,197.791,192.85001,193.939,GBP/JPY,-0.42512335251865263
2024-11-29,194.231,194.633,190.147,190.617,GBP/JPY,-1.712909729347889
2024-12-06,190.56799,192.382,188.08,191.211,GBP/JPY,0.31161963518471225
2024-12-13,191.05099,195.007,190.601,193.88901,GBP/JPY,1.4005522694824135
2024-12-20,193.81599,198.964,193.612,196.743,GBP/JPY,1.471971000316108
2024-12-27,196.506,198.728,196.407,198.552,GBP/JPY,0.9194736280325078
2025-01-03,198.496,198.966,194.19099,195.37399,GBP/JPY,-1.6005932954591295
2025-01-10,195.435,198.267,192.21201,192.558,GBP/JPY,-1.4413331068275803
2025-01-17,192.545,193.048,189.327,190.177,GBP/JPY,-1.236510557857895
2025-01-24,190.284,194.769,189.884,194.713,GBP/JPY,2.3851464688158908
2025-01-31,194.226,194.659,191.19,192.19701,GBP/JPY,-1.292153066307844
2025-02-07,190.70399,193.17999,187.04601,187.908,GBP/JPY,-2.2315695754060005
2025-02-14,187.226,193.062,187.136,191.873,GBP/JPY,2.1100751431551545
2025-02-21,191.69901,192.174,188.14799,188.58501,GBP/JPY,-1.7136282853762563
2025-02-28,188.58501,190.317,187.683,189.40401,GBP/JPY,0.4342869032909924
2025-03-07,189.608,192.55499,188.252,191.317,GBP/JPY,1.0100050152053397
2025-03-14,191.22701,193.114,188.79401,192.186,GBP/JPY,0.4542199595435781
2025-03-21,192.44901,194.916,191.966,192.91499,GBP/JPY,0.37931483042468184
2025-03-28,192.698,195.981,192.584,193.83701,GBP/JPY,0.47794108690051296
2025-04-04,191.33333,191.72464,187.64069,189.58464,GBP/JPY,-2.1937864188061873
2024-04-05,2.11092,2.11414,2.09462,2.10217,GBP/NZD,
2024-04-12,2.10188,2.10434,2.08579,2.09715,GBP/NZD,-0.23880085816085916
2024-04-19,2.09599,2.12053,2.09339,2.10106,GBP/NZD,0.1864435066637915
2024-04-26,2.10124,2.1058,2.08383,2.10319,GBP/NZD,0.10137739997906348
2024-05-03,2.10036,2.12611,2.0834,2.08748,GBP/NZD,-0.7469605694207515
